Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  cityServed  ?a  ?g  cityServed  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  formerMembers  ?a  ?g  formerMembers  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  foundedBy  ?a  ?g  foundedBy  ?b   => ?a  primaryTopic  ?b	0.028169014	0.181818182	1	2	11	2	?a
?g  foundedBy  ?b  ?g  founder  ?a   => ?a  primaryTopic  ?b	0.028169014	0.666666667	1	2	3	2	?a
?g  houses  ?a  ?g  houses  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  allWriting  ?b  ?g  artist  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  allWriting  ?a  ?g  allWriting  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  nominee  ?a  ?g  nominee  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  chancellor  ?a  ?g  chancellor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  extra  ?a  ?g  extra  ?b   => ?a  primaryTopic  ?b	0.056338028	0.666666667	0.666666667	4	6	6	?a
?g  chronology  ?a  ?g  extra  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  extra  ?b  ?g  producer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  primaryTopic  ?b  ?g  wikisource  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  relation  ?a  ?g  relation  ?b   => ?a  primaryTopic  ?b	0.056338028	0.444444444	1	4	9	4	?a
?g  primaryTopic  ?b  ?g  title  ?a   => ?a  primaryTopic  ?b	0.014084507	0.016129032	1	1	62	1	?a
?g  primaryTopic  ?b  ?g  publicwhip  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  primaryTopic  ?b  ?g  wikiPageInterLanguageLink  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  commonName  ?a  ?g  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  relation  ?b  ?g  relatives  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  sponsor  ?a  ?g  sponsor  ?b   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  leaderName  ?a  ?g  leaderName  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  appointer  ?a  ?g  appointer  ?b   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  currentMember  ?a  ?g  currentMember  ?b   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  currentMember  ?b  ?g  name  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  parent  ?a  ?g  parent  ?b   => ?a  primaryTopic  ?b	0.056338028	0.666666667	1	4	6	4	?a
?g  parent  ?b  ?g  parents  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  father  ?a  ?g  parent  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  parent  ?b  ?g  parentCompany  ?a   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  beforeElection  ?a  ?g  beforeElection  ?b   => ?a  primaryTopic  ?b	0.056338028	0.4	0.4	4	10	10	?a
?g  beforeElection  ?b  ?g  candidate  ?a   => ?a  primaryTopic  ?b	0.042253521	0.75	0.75	3	4	4	?a
?g  afterElection  ?a  ?g  beforeElection  ?b   => ?a  primaryTopic  ?b	0.042253521	0.5	0.5	3	6	6	?a
?g  afterElection  ?a  ?g  afterElection  ?b   => ?a  primaryTopic  ?b	0.056338028	0.666666667	0.666666667	4	6	6	?a
?g  afterElection  ?b  ?g  candidate  ?a   => ?a  primaryTopic  ?b	0.042253521	0.75	0.75	3	4	4	?a
?g  spouse  ?a  ?g  spouse  ?b   => ?a  primaryTopic  ?b	0.183098592	0.045614035	1	13	285	13	?a
?g  beforeElection  ?a  ?g  secondLeader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  secondLeader  ?a  ?g  secondLeader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  succeeded  ?a  ?g  succeeded  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  after  ?a  ?g  succeeded  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  text  ?a  ?g  text  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  afterElection  ?b  ?g  firstLeader  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  afterElection  ?b  ?g  leader  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  owl#differentFrom  ?a  ?g  owl#differentFrom  ?b   => ?a  primaryTopic  ?b	0.056338028	0.4	1	4	10	4	?a
?g  associatedBand  ?a  ?g  associatedBand  ?b   => ?a  primaryTopic  ?b	0.056338028	0.2	1	4	20	4	?a
?g  customValue  ?a  ?g  customValue  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  associatedActs  ?a  ?g  associatedBand  ?b   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  associatedActs  ?a  ?g  associatedActs  ?b   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  associatedActs  ?b  ?g  associatedMusicalArtist  ?a   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  executiveProducer  ?a  ?g  executiveProducer  ?b   => ?a  primaryTopic  ?b	0.042253521	0.272727273	1	3	11	3	?a
?g  executiveProducer  ?b  ?g  starring  ?a   => ?a  primaryTopic  ?b	0.028169014	0.090909091	1	2	22	2	?a
?g  portrayer  ?a  ?g  portrayer  ?b   => ?a  primaryTopic  ?b	0.042253521	0.15	1	3	20	3	?a
?g  portrayer  ?b  ?g  voice  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  mvp  ?a  ?g  mvp  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  chronology  ?a  ?g  chronology  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  chronology  ?b  ?g  extra  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  chronology  ?b  ?g  producer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  associatedMusicalArtist  ?a  ?g  associatedMusicalArtist  ?b   => ?a  primaryTopic  ?b	0.042253521	0.157894737	1	3	19	3	?a
?g  championInDoubleMale  ?a  ?g  championInDoubleMale  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  artist  ?a  ?g  artist  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  doctoralStudents  ?a  ?g  doctoralStudents  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  artist  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  allWriting  ?a  ?g  artist  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  owner  ?a  ?g  owner  ?b   => ?a  primaryTopic  ?b	0.084507042	0.181818182	1	6	33	6	?a
?g  father  ?a  ?g  father  ?b   => ?a  primaryTopic  ?b	0.042253521	0.5	1	3	6	3	?a
?g  father  ?b  ?g  parent  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  influencedBy  ?a  ?g  influences  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  doctoralAdvisors  ?a  ?g  influences  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  influenced  ?a  ?g  influenced  ?b   => ?a  primaryTopic  ?b	0.042253521	0.003436426	1	3	873	3	?a
?g  influenced  ?b  ?g  notableStudent  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  influenced  ?b  ?g  notableStudents  ?a   => ?a  primaryTopic  ?b	0.014084507	0.016949153	1	1	59	1	?a
?g  succession  ?a  ?g  title  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  issue  ?a  ?g  title  ?b   => ?a  primaryTopic  ?b	0.014084507	0.043478261	1	1	23	1	?a
?g  doctoralAdvisor  ?a  ?g  doctoralAdvisor  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  manufacturer  ?a  ?g  manufacturer  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  leader  ?a  ?g  leader  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  title  ?a  ?g  wikisource  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  wikisource  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  patrons  ?a  ?g  patrons  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  succession  ?b  ?g  title  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  succession  ?a  ?g  succession  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  issue  ?a  ?g  succession  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  child  ?a  ?g  succession  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  founders  ?a  ?g  founders  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	1	1	3	1	?a
?g  mostwins  ?a  ?g  mostwins  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  beforeElection  ?a  ?g  leader  ?b   => ?a  primaryTopic  ?b	0.028169014	0.5	0.5	2	4	4	?a
?g  firstLeader  ?a  ?g  leader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  leader  ?b  ?g  secondLeader  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  afterElection  ?a  ?g  leader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  lieutenant  ?b  ?g  successor  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  lieutenant  ?a  ?g  lieutenant  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  monarch  ?a  ?g  monarch  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  governor  ?b  ?g  predecessor  ?a   => ?a  primaryTopic  ?b	0.028169014	0.0625	1	2	32	2	?a
?g  governor  ?a  ?g  governor  ?b   => ?a  primaryTopic  ?b	0.028169014	0.023809524	1	2	84	2	?a
?g  alongside  ?a  ?g  governor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  after  ?a  ?g  governor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  relative  ?a  ?g  relatives  ?b   => ?a  primaryTopic  ?b	0.028169014	0.076923077	1	2	26	2	?a
?g  subject  ?a  ?g  subject  ?b   => ?a  primaryTopic  ?b	0.028169014	0.000042365	1	2	47209	2	?a
?g  primaryTopic  ?a  ?g  primaryTopic  ?b   => ?a  primaryTopic  ?b	1	1	1	71	71	71	?a
?g  fighter  ?a  ?g  fighter  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  company  ?a  ?g  company  ?b   => ?a  primaryTopic  ?b	0.014084507	0.166666667	1	1	6	1	?a
?g  isPrimaryTopicOf  ?a  ?g  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.845070423	1	1	60	60	60	?a
?g  name  ?a  ?g  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.042253521	0.75	1	3	4	3	?a
?g  seat  ?a  ?g  seat  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  institution  ?a  ?g  institution  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  institution  ?b  ?g  workplaces  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  institution  ?a  ?g  workplaces  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  workplaces  ?a  ?g  workplaces  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  primaryTopic  ?b  ?g  wikiPageRedirects  ?a   => ?a  primaryTopic  ?b	0.014084507	0.333333333	1	1	3	1	?a
?g  primaryTopic  ?b  ?g  rdf-schema#seeAlso  ?a   => ?a  primaryTopic  ?b	0.014084507	0.055555556	1	1	18	1	?a
?g  capital  ?a  ?g  primaryTopic  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  relation  ?a  ?g  relations  ?b   => ?a  primaryTopic  ?b	0.028169014	0.333333333	1	2	6	2	?a
?g  relations  ?a  ?g  relations  ?b   => ?a  primaryTopic  ?b	0.028169014	0.333333333	1	2	6	2	?a
?g  firstLeader  ?b  ?g  leader  ?a   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  firstLeader  ?a  ?g  firstLeader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  afterElection  ?a  ?g  firstLeader  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  beforeElection  ?a  ?g  firstLeader  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?g  namedafter  ?a  ?g  namedafter  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  owner  ?a  ?g  owningCompany  ?b   => ?a  primaryTopic  ?b	0.028169014	0.0625	1	2	32	2	?a
?g  owningCompany  ?a  ?g  owningCompany  ?b   => ?a  primaryTopic  ?b	0.028169014	0.052631579	1	2	38	2	?a
?g  gk  ?a  ?g  gk  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  capital  ?b  ?g  primaryTopic  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  shipSponsor  ?a  ?g  shipSponsor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  parentCompany  ?a  ?g  parentCompany  ?b   => ?a  primaryTopic  ?b	0.028169014	0.5	1	2	4	2	?a
?g  parent  ?a  ?g  parentCompany  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  award  ?a  ?g  award  ?b   => ?a  primaryTopic  ?b	0.014084507	0.333333333	1	1	3	1	?a
?g  shirtsponsors  ?a  ?g  shirtsponsors  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  beforeElection  ?b  ?g  firstLeader  ?a   => ?a  primaryTopic  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?a
?g  director  ?b  ?g  producer  ?a   => ?a  primaryTopic  ?b	0.028169014	0.5	1	2	4	2	?a
?g  otherInformation  ?a  ?g  otherInformation  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  manager  ?a  ?g  manager  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  director  ?a  ?g  director  ?b   => ?a  primaryTopic  ?b	0.028169014	0.666666667	1	2	3	2	?a
?g  director  ?b  ?g  writer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  manOfTheMatch1a  ?a  ?g  manOfTheMatch1a  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  keyPerson  ?a  ?g  keyPerson  ?b   => ?a  primaryTopic  ?b	0.028169014	0.133333333	1	2	15	2	?a
?g  keyPeople  ?a  ?g  keyPerson  ?b   => ?a  primaryTopic  ?b	0.014084507	0.166666667	1	1	6	1	?a
?g  associatedActs  ?b  ?g  associatedBand  ?a   => ?a  primaryTopic  ?b	0.056338028	1	1	4	4	4	?a
?g  managerclubs  ?a  ?g  managerclubs  ?b   => ?a  primaryTopic  ?b	0.028169014	0.074074074	1	2	27	2	?a
?g  managerClub  ?a  ?g  managerclubs  ?b   => ?a  primaryTopic  ?b	0.014084507	0.038461538	1	1	26	1	?a
?g  distributor  ?a  ?g  distributor  ?b   => ?a  primaryTopic  ?b	0.028169014	0.666666667	1	2	3	2	?a
?g  distributor  ?b  ?g  manufacturer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  sponsors  ?a  ?g  sponsors  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  namedFor  ?a  ?g  namedFor  ?b   => ?a  primaryTopic  ?b	0.014084507	0.25	1	1	4	1	?a
?g  1namedata  ?b  ?g  4namedata  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  composer  ?a  ?g  composer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  composer  ?b  ?g  starring  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  influenced  ?a  ?g  notableStudent  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  notableStudent  ?a  ?g  notableStudent  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  child  ?a  ?g  child  ?b   => ?a  primaryTopic  ?b	0.084507042	0.096774194	1	6	62	6	?a
?g  child  ?b  ?g  children  ?a   => ?a  primaryTopic  ?b	0.028169014	0.035714286	1	2	56	2	?a
?g  space  ?a  ?g  space  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  person  ?a  ?g  person  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  audioReadBy  ?a  ?g  audioReadBy  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  voice  ?a  ?g  voice  ?b   => ?a  primaryTopic  ?b	0.028169014	1	1	2	2	2	?a
?g  portrayer  ?a  ?g  voice  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  designer  ?a  ?g  designer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisor  ?a  ?g  academicAdvisors  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisors  ?b  ?g  influencedBy  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisors  ?a  ?g  academicAdvisors  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  campus  ?a  ?g  campus  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  n  ?a  ?g  n  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  nearestCity  ?a  ?g  nearestCity  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  authors  ?a  ?g  authors  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  label  ?a  ?g  label  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  child  ?b  ?g  succession  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  associatedActs  ?a  ?g  associatedMusicalArtist  ?b   => ?a  primaryTopic  ?b	0.042253521	1	1	3	3	3	?a
?g  notableStudent  ?a  ?g  notableStudents  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  notableStudents  ?a  ?g  notableStudents  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  board  ?a  ?g  board  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  training  ?a  ?g  training  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  members  ?a  ?g  members  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  rd1Team  ?a  ?g  rd1Team  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  5namedata  ?a  ?g  5namedata  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  assistsLeader  ?a  ?g  assistsLeader  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  child  ?b  ?g  issue  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  child  ?b  ?g  title  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  rev  ?a  ?g  rev  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  incumbent  ?a  ?g  incumbent  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  oldest  ?a  ?g  oldest  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  coach  ?a  ?g  coach  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  appointed  ?a  ?g  appointed  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  characters  ?a  ?g  characters  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  shipNamesake  ?a  ?g  shipNamesake  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  music  ?a  ?g  music  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  music  ?b  ?g  musicComposer  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  host  ?a  ?g  host  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  finalsMvp  ?a  ?g  finalsMvp  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  preceded  ?a  ?g  preceded  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  e  ?a  ?g  subdivision  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  s  ?a  ?g  subdivision  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  subdivision  ?a  ?g  subdivision  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  leagueTopscorer  ?a  ?g  leagueTopscorer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  title  ?a  ?g  title  ?b   => ?a  primaryTopic  ?b	0.056338028	0.011730205	1	4	341	4	?a
?g  child  ?a  ?g  title  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  followedBy  ?b  ?g  subsequentWork  ?a   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  followedBy  ?a  ?g  followedBy  ?b   => ?a  primaryTopic  ?b	0.014084507	0.5	1	1	2	1	?a
?g  wikiPageInterLanguageLink  ?a  ?g  wikiPageInterLanguageLink  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  wikiPageInterLanguageLink  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  wikiPageInterLanguageLink  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  doctoralStudent  ?a  ?g  doctoralStudent  ?b   => ?a  primaryTopic  ?b	0.014084507	0.1	1	1	10	1	?a
?g  trainer  ?a  ?g  trainer  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  mostPlayerAppearances  ?a  ?g  mostPlayerAppearances  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  wikisource  ?a  ?g  wikisource  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  client  ?a  ?g  client  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  issue  ?b  ?g  title  ?a   => ?a  primaryTopic  ?b	0.014084507	0.043478261	1	1	23	1	?a
?g  issue  ?b  ?g  succession  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  issue  ?a  ?g  issue  ?b   => ?a  primaryTopic  ?b	0.014084507	0.037037037	1	1	27	1	?a
?g  child  ?a  ?g  issue  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  routeEnd  ?a  ?g  routeEnd  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  routeEnd  ?b  ?g  terminusB  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  alias  ?a  ?g  alias  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?g  primaryTopic  ?a  ?g  wikisource  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  district  ?a  ?g  district  ?b   => ?a  primaryTopic  ?b	0.014084507	0.111111111	1	1	9	1	?a
?g  formerBandMember  ?a  ?g  formerBandMember  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  musicBy  ?a  ?g  musicBy  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  vehiclesInFleet  ?a  ?g  vehiclesInFleet  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  fleet  ?a  ?g  vehiclesInFleet  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  products  ?a  ?g  products  ?b   => ?a  primaryTopic  ?b	0.014084507	0.090909091	1	1	11	1	?a
?g  keyPeople  ?a  ?g  keyPeople  ?b   => ?a  primaryTopic  ?b	0.014084507	0.25	1	1	4	1	?a
?g  keyPeople  ?b  ?g  keyPerson  ?a   => ?a  primaryTopic  ?b	0.014084507	0.166666667	1	1	6	1	?a
?g  birthplace  ?a  ?g  birthplace  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  dedicatedTo  ?a  ?g  dedicatedTo  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  music  ?a  ?g  musicComposer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  musicComposer  ?a  ?g  musicComposer  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisor  ?a  ?g  academicAdvisor  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  academicAdvisor  ?b  ?g  influencedBy  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?g  nationalConvener  ?a  ?g  nationalConvener  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
